,Year,Neighborhood,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
255,2017,South Side,Pizza Place,Bar,American Restaurant,Coffee Shop,Wine Bar,Bakery,Cocktail Bar,Jewelry Store,Breakfast Spot,Yoga Studio,Mexican Restaurant,Liquor Store,Vegetarian / Vegan Restaurant,Cycle Studio,Salon / Barbershop,Bookstore,Mediterranean Restaurant,Salad Place,Taco Place,Bike Shop
256,2017,Springfield Gardens,Deli / Bodega,Bus Station,Gym,Caribbean Restaurant,Park,Donut Shop,Chinese Restaurant,Train Station,Fast Food Restaurant,Liquor Store,Pizza Place,Sandwich Place,Shipping Store,Laundromat,Southern / Soul Food Restaurant,Shoe Store,Bakery,Grocery Store,Bus Stop,Clothing Store
257,2017,Spuyten Duyvil,Park,Pizza Place,Pharmacy,Sandwich Place,Bank,Mexican Restaurant,Diner,Thai Restaurant,Café,Japanese Restaurant,Chinese Restaurant,Tennis Court,Tennis Stadium,Food,Coffee Shop,Harbor / Marina,Baseball Field,Frozen Yogurt Shop,Bagel Shop,Bus Line
258,2017,St. Albans,Caribbean Restaurant,Pizza Place,Liquor Store,Deli / Bodega,Fried Chicken Joint,Dance Studio,Fish & Chips Shop,Café,Bakery,Discount Store,Chinese Restaurant,Convenience Store,Pharmacy,Train Station,Donut Shop,Video Store,Zoo Exhibit,Field,Farm,Fast Food Restaurant
259,2017,St. George,Bus Stop,Clothing Store,Pizza Place,Deli / Bodega,Café,Italian Restaurant,Bar,Brewery,Ice Cream Shop,Sporting Goods Shop,Train Station,Seafood Restaurant,Park,Sandwich Place,Burger Joint,Plaza,Steakhouse,Supermarket,Museum,Bowling Alley
260,2017,Stapleton,Deli / Bodega,Sandwich Place,Discount Store,Bank,Pharmacy,Fast Food Restaurant,Donut Shop,Cosmetics Shop,Harbor / Marina,Gym / Fitness Center,Gym,Mexican Restaurant,Beer Bar,Miscellaneous Shop,Breakfast Spot,Bus Stop,Sri Lankan Restaurant,Spanish Restaurant,Residential Building (Apartment / Condo),Park
261,2017,Starrett City,Pizza Place,Department Store,Mobile Phone Shop,Furniture / Home Store,Pharmacy,Deli / Bodega,Chinese Restaurant,Bus Stop,Breakfast Spot,Park,Donut Shop,Liquor Store,Cosmetics Shop,Shopping Mall,Arts & Crafts Store,Kids Store,Shoe Store,Bus Station,Clothing Store,American Restaurant
262,2017,Steinway,Greek Restaurant,Italian Restaurant,Pizza Place,Deli / Bodega,Sushi Restaurant,Bagel Shop,Donut Shop,Burger Joint,Grocery Store,Bar,Food Truck,Coffee Shop,Bakery,Gym,Dessert Shop,Café,Food & Drink Shop,Brewery,Brazilian Restaurant,Steakhouse
263,2017,Stuyvesant Town,Pizza Place,Cocktail Bar,Bar,Coffee Shop,Bagel Shop,Italian Restaurant,Park,Bakery,Juice Bar,Gym / Fitness Center,Gourmet Shop,Mexican Restaurant,Filipino Restaurant,Dog Run,Playground,Deli / Bodega,Ice Cream Shop,Wine Shop,American Restaurant,Wine Bar
264,2017,Sunnyside,Pizza Place,Donut Shop,Bar,Grocery Store,Bakery,Coffee Shop,Chinese Restaurant,Deli / Bodega,Pharmacy,Mexican Restaurant,Peruvian Restaurant,Sandwich Place,Skating Rink,Discount Store,Korean Restaurant,Sports Bar,Burger Joint,Diner,Italian Restaurant,Indian Restaurant
265,2017,Sunnyside Gardens,Bar,Pizza Place,Mexican Restaurant,Park,Grocery Store,Bakery,Italian Restaurant,Latin American Restaurant,Coffee Shop,Korean Restaurant,Sushi Restaurant,Thai Restaurant,Gym,Liquor Store,Supermarket,Peruvian Restaurant,Pharmacy,Turkish Restaurant,Café,American Restaurant
266,2017,Sunset Park,Bakery,Mexican Restaurant,Pizza Place,Bank,Latin American Restaurant,Chinese Restaurant,Sandwich Place,Asian Restaurant,Vietnamese Restaurant,Mobile Phone Shop,Hotpot Restaurant,Pharmacy,Fried Chicken Joint,Grocery Store,Spanish Restaurant,Café,Ice Cream Shop,Szechuan Restaurant,Tea Room,Dumpling Restaurant
267,2017,Sutton Place,Italian Restaurant,Bakery,Hotel,Park,Gym / Fitness Center,Gym,Coffee Shop,Salon / Barbershop,Spa,American Restaurant,Bagel Shop,Cycle Studio,French Restaurant,Furniture / Home Store,Mexican Restaurant,Vegetarian / Vegan Restaurant,Beer Garden,Grocery Store,Thai Restaurant,Yoga Studio
268,2017,Throgs Neck,Italian Restaurant,Deli / Bodega,Pizza Place,Donut Shop,Baseball Field,Harbor / Marina,Chinese Restaurant,Bar,Coffee Shop,Park,Fast Food Restaurant,Tennis Court,Liquor Store,Asian Restaurant,Beach,Bookstore,American Restaurant,Sports Bar,Pub,Restaurant
269,2017,Todt Hill,Campground,Donut Shop,Golf Course,Mountain,Dog Run,Park,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Zoo Exhibit,Flea Market,Exhibit,Flower Shop
270,2017,Tompkinsville,Bus Stop,Pizza Place,Park,Clothing Store,Deli / Bodega,Italian Restaurant,Mexican Restaurant,Fast Food Restaurant,Bar,Pharmacy,Gym / Fitness Center,Donut Shop,Sporting Goods Shop,Café,Brewery,Sri Lankan Restaurant,Museum,Burger Joint,Juice Bar,Steakhouse
271,2017,Tottenville,Italian Restaurant,Deli / Bodega,Pizza Place,Beach,Bakery,Bus Stop,Park,Pool,Train Station,Ice Cream Shop,Home Service,Bagel Shop,Cosmetics Shop,Dance Studio,Filipino Restaurant,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field,Factory
272,2017,Travis,Hotel,Gym,Park,Bowling Alley,Spanish Restaurant,Comedy Club,Sandwich Place,Sports Club,Construction & Landscaping,Baseball Field,Deli / Bodega,Italian Restaurant,Steakhouse,Food & Drink Shop,Field,Exhibit,Eye Doctor,Factory,Food Truck,Falafel Restaurant
273,2017,Tribeca,Park,Hotel,American Restaurant,Coffee Shop,Spa,Italian Restaurant,Café,Gym / Fitness Center,Men's Store,Cocktail Bar,Playground,Wine Shop,Grocery Store,Sushi Restaurant,Scenic Lookout,Wine Bar,Burger Joint,Cycle Studio,Greek Restaurant,New American Restaurant
274,2017,Tudor City,Coffee Shop,Japanese Restaurant,Grocery Store,American Restaurant,Gym,Café,Park,Sushi Restaurant,Burger Joint,Bagel Shop,Gourmet Shop,Mexican Restaurant,Pub,Bubble Tea Shop,Juice Bar,Spanish Restaurant,Pizza Place,Deli / Bodega,Seafood Restaurant,Vietnamese Restaurant
275,2017,Turtle Bay,Coffee Shop,Seafood Restaurant,Park,American Restaurant,Sushi Restaurant,Italian Restaurant,Bakery,Japanese Restaurant,Wine Bar,Sandwich Place,Thai Restaurant,Food Court,Gourmet Shop,Grocery Store,Greek Restaurant,Burger Joint,Bubble Tea Shop,Hotel,Indian Restaurant,Cheese Shop
276,2017,Unionport,Pizza Place,Spanish Restaurant,Diner,Mobile Phone Shop,Sandwich Place,Deli / Bodega,Cosmetics Shop,Donut Shop,Supermarket,Bank,Latin American Restaurant,Bus Station,Fried Chicken Joint,Clothing Store,Café,Breakfast Spot,Discount Store,Ice Cream Shop,Mexican Restaurant,Supplement Shop
277,2017,University Heights,Grocery Store,Pizza Place,Fried Chicken Joint,Donut Shop,Spanish Restaurant,Latin American Restaurant,Sandwich Place,Supermarket,African Restaurant,Bakery,Ice Cream Shop,Mobile Phone Shop,Playground,Mexican Restaurant,Bank,BBQ Joint,Bus Station,Basketball Court,Restaurant,Gym / Fitness Center
278,2017,Upper East Side,Exhibit,Coffee Shop,Italian Restaurant,Bakery,Gym / Fitness Center,Yoga Studio,Juice Bar,Mexican Restaurant,Bar,French Restaurant,Spanish Restaurant,Outdoor Sculpture,Art Museum,Art Gallery,Seafood Restaurant,Thai Restaurant,Playground,American Restaurant,Hotel,Salad Place
279,2017,Upper West Side,Park,Italian Restaurant,Gym,Coffee Shop,Bakery,Wine Bar,Café,Bar,American Restaurant,Ice Cream Shop,Pizza Place,Bookstore,Thai Restaurant,Indian Restaurant,Chinese Restaurant,Seafood Restaurant,Clothing Store,Pub,Planetarium,Dessert Shop
280,2017,Utopia,Chinese Restaurant,Japanese Restaurant,Pizza Place,Bus Station,Sandwich Place,Hotel,Park,Department Store,Ice Cream Shop,Coffee Shop,Playground,Scenic Lookout,Middle Eastern Restaurant,Mexican Restaurant,Music Store,Mattress Store,Market,Halal Restaurant,Liquor Store,Mobile Phone Shop
281,2017,Van Nest,Pizza Place,Park,Zoo,Donut Shop,Supermarket,Middle Eastern Restaurant,Bus Station,Spanish Restaurant,Smoke Shop,Coffee Shop,Sandwich Place,Gym,American Restaurant,Italian Restaurant,Diner,Multiplex,Theme Park Ride / Attraction,Thai Restaurant,Metro Station,Mexican Restaurant
282,2017,Vinegar Hill,Park,Coffee Shop,Boat or Ferry,American Restaurant,Art Gallery,Bakery,Gym,Café,Italian Restaurant,Scenic Lookout,Boxing Gym,Bar,Playground,Bookstore,Wine Shop,Yoga Studio,Food Truck,Men's Store,Mexican Restaurant,Taco Place
283,2017,Wakefield,Pharmacy,Gas Station,Pizza Place,Supermarket,Fast Food Restaurant,Caribbean Restaurant,Donut Shop,Bank,Fried Chicken Joint,Bakery,Fish Market,Burger Joint,Bagel Shop,Sandwich Place,Park,Metro Station,Chinese Restaurant,Liquor Store,Mobile Phone Shop,Ice Cream Shop
284,2017,Washington Heights,Pizza Place,Latin American Restaurant,Bakery,Park,Café,Tapas Restaurant,Spanish Restaurant,Coffee Shop,Deli / Bodega,Bar,Mexican Restaurant,Chinese Restaurant,Mobile Phone Shop,Bank,New American Restaurant,Grocery Store,Wine Shop,Sandwich Place,Scenic Lookout,Burger Joint
285,2017,Weeksville,Discount Store,Caribbean Restaurant,Southern / Soul Food Restaurant,Grocery Store,Fast Food Restaurant,Café,Park,Supermarket,Chinese Restaurant,Pizza Place,Donut Shop,Bank,Bakery,Liquor Store,Juice Bar,Bar,Deli / Bodega,Fried Chicken Joint,Recording Studio,Metro Station
286,2017,West Brighton,Italian Restaurant,Deli / Bodega,Bagel Shop,Pizza Place,Coffee Shop,Chinese Restaurant,Ice Cream Shop,Bank,Music Store,Fast Food Restaurant,Sandwich Place,Bar,Salon / Barbershop,Pharmacy,Construction & Landscaping,Donut Shop,Mexican Restaurant,Playground,Tennis Court,Board Shop
287,2017,West Farms,Pizza Place,Zoo,Park,Donut Shop,Zoo Exhibit,Fast Food Restaurant,Lounge,Sandwich Place,Fried Chicken Joint,Diner,Scenic Lookout,Grocery Store,Mobile Phone Shop,Shopping Mall,Shoe Store,Paella Restaurant,Bank,Deli / Bodega,Coffee Shop,Film Studio
288,2017,West Village,Italian Restaurant,Wine Bar,New American Restaurant,Park,Cocktail Bar,Coffee Shop,Bakery,American Restaurant,Speakeasy,Sandwich Place,Seafood Restaurant,Gourmet Shop,Steakhouse,Cheese Shop,Board Shop,Pizza Place,Jazz Club,Japanese Restaurant,Ice Cream Shop,Indian Restaurant
289,2017,Westchester Square,Pizza Place,Donut Shop,Fast Food Restaurant,Sandwich Place,Pharmacy,Bar,Deli / Bodega,Supermarket,Mobile Phone Shop,American Restaurant,Baseball Field,Diner,Italian Restaurant,Spanish Restaurant,Medical Center,Gym,Mexican Restaurant,Bank,Department Store,Park
290,2017,Westerleigh,Chinese Restaurant,Bakery,Convenience Store,Diner,Bagel Shop,Gym,Pharmacy,Mediterranean Restaurant,Asian Restaurant,Mobile Phone Shop,Video Store,Pizza Place,Bank,American Restaurant,Ice Cream Shop,Sandwich Place,Food,Café,Liquor Store,Lounge
291,2017,Whitestone,Italian Restaurant,Deli / Bodega,Pizza Place,Donut Shop,Bus Station,Bank,Diner,Bagel Shop,Sandwich Place,Martial Arts Dojo,Coffee Shop,Gym,Shopping Mall,Pharmacy,Ice Cream Shop,Japanese Restaurant,Eye Doctor,Gastropub,Park,Gas Station
292,2017,Williamsbridge,Pizza Place,Caribbean Restaurant,Fried Chicken Joint,Deli / Bodega,Bakery,Sandwich Place,Restaurant,Pharmacy,Shoe Store,Bus Station,Supermarket,Cosmetics Shop,Park,Basketball Court,Gym,Indian Restaurant,Grocery Store,Metro Station,Seafood Restaurant,Mobile Phone Shop
293,2017,Williamsburg,Bar,Pizza Place,Coffee Shop,American Restaurant,Wine Bar,Yoga Studio,Breakfast Spot,Cocktail Bar,Bakery,Salon / Barbershop,Japanese Restaurant,Art Gallery,Gym / Fitness Center,Chinese Restaurant,Diner,Sushi Restaurant,Liquor Store,Thai Restaurant,Grocery Store,Nightclub
294,2017,Willowbrook,Bus Stop,Liquor Store,Deli / Bodega,Bagel Shop,Chinese Restaurant,Pizza Place,Mobile Phone Shop,Pharmacy,Mexican Restaurant,Halal Restaurant,Italian Restaurant,Home Service,Campground,Café,Food,Sushi Restaurant,Moving Target,Coffee Shop,American Restaurant,Convenience Store
295,2017,Windsor Terrace,Café,Park,Italian Restaurant,Bar,Diner,Wine Shop,Deli / Bodega,American Restaurant,Coffee Shop,Plaza,Playground,Pizza Place,French Restaurant,Middle Eastern Restaurant,Yoga Studio,Bakery,Bagel Shop,Grocery Store,Bookstore,Scenic Lookout
296,2017,Wingate,Caribbean Restaurant,Grocery Store,Deli / Bodega,Pizza Place,Sandwich Place,Donut Shop,Fried Chicken Joint,Fast Food Restaurant,Bakery,Pharmacy,Café,Discount Store,Bagel Shop,Ice Cream Shop,Mobile Phone Shop,Field,Liquor Store,Japanese Restaurant,Bank,Sushi Restaurant
297,2017,Woodhaven,Pizza Place,Deli / Bodega,Pharmacy,Supermarket,Fried Chicken Joint,Latin American Restaurant,Hookah Bar,Donut Shop,Sandwich Place,Grocery Store,Bank,Restaurant,American Restaurant,Clothing Store,Bar,Metro Station,Mexican Restaurant,Gun Range,Ice Cream Shop,Gift Shop
298,2017,Woodlawn,Pub,Bar,Deli / Bodega,Discount Store,Pizza Place,Baseball Field,Donut Shop,Italian Restaurant,Bank,Bakery,Rental Car Location,Caribbean Restaurant,Shipping Store,Track,Convenience Store,Bagel Shop,Bus Station,Diner,Train Station,Playground
299,2017,Woodrow,Bus Stop,Juice Bar,Laundry Service,Sushi Restaurant,Park,Grocery Store,Miscellaneous Shop,Mexican Restaurant,Basketball Court,Bank,Bakery,Coffee Shop,Liquor Store,Pharmacy,Donut Shop,Italian Restaurant,Diner,Dog Run,Flea Market,Farmers Market
300,2017,Woodside,Food Truck,Indian Restaurant,Thai Restaurant,Bakery,Grocery Store,American Restaurant,Latin American Restaurant,Bar,Pub,Pizza Place,Filipino Restaurant,Ice Cream Shop,Diner,Mexican Restaurant,Park,Gym,Sushi Restaurant,Donut Shop,Tibetan Restaurant,Coffee Shop
301,2017,Yorkville,Coffee Shop,Italian Restaurant,Gym,Pizza Place,Ice Cream Shop,Japanese Restaurant,Deli / Bodega,Bagel Shop,Bakery,Bar,Wine Shop,Mexican Restaurant,Gym / Fitness Center,Sandwich Place,Burger Joint,Café,Thai Restaurant,Juice Bar,Park,Grocery Store
